FID IID mass
8857182 8857182 30.1
8857183 8857183 29.2
8857184 8857184 29.1
8857185 8857185 30.4
8857185 8857185 32.1
8857185 8857185 30.2
8857185 8857185 31.8
8857186 8857186 30.1
8857187 8857187 30.5
8857188 8857188 32.4
8857189 8857189 29.6
8857190 8857190 29.1
8857191 8857191 30.4
8857192 8857192 32
8857193 8857193 31.9
8857193 8857193 32.5
8857194 8857194 31
8857195 8857195 31.8
8857196 8857196 31.4
8857197 8857197 32.1
8857197 8857197 34.8
8857198 8857198 32.4
8857199 8857199 32.2
8857199 8857199 32.4
8857199 8857199 36
8857199 8857199 33
8857200 8857200 26.8
8857202 8857202 37.6
8857202 8857202 30.3
8857202 8857202 32.2
8857202 8857202 32
8857205 8857205 31.7
8857205 8857205 35.3
8857207 8857207 33.2
8857208 8857208 33.2
8857208 8857208 30.7
8857215 8857215 29.2
8857215 8857215 27.7
8857220 8857220 31.3
8857223 8857223 31.1
8857226 8857226 32.2
8857230 8857230 28.7
8857230 8857230 27.3
8857230 8857230 31.2
8857231 8857231 30.7
8857232 8857232 31.3
8857233 8857233 31.3
8857237 8857237 30.6
8857237 8857237 33.2
8857237 8857237 30.5
8857237 8857237 34
8857237 8857237 33.2
8857237 8857237 31.1
8857237 8857237 31.2
8857237 8857237 31.2
8857237 8857237 34.8
8857237 8857237 33.5
8857237 8857237 33.1
8857237 8857237 30.6
8857243 8857243 33.5
8857243 8857243 30.6
8857246 8857246 32
8857246 8857246 29.7
8857249 8857249 32
8857249 8857249 33.5
8857252 8857252 28
8857252 8857252 30.3
8857252 8857252 26.7
8857252 8857252 31.2
8857252 8857252 31.2
8857252 8857252 29
8857257 8857257 30.7
8857257 8857257 31
8857260 8857260 31.2
8857261 8857261 29.2
8857269 8857269 36.2
8857274 8857274 31
8857275 8857275 30.5
8857275 8857275 31.4
8857276 8857276 37.8
8857276 8857276 33.5
8857276 8857276 39.3
8857276 8857276 30
8857276 8857276 30
8857276 8857276 34.3
8857276 8857276 34.3
8857276 8857276 34
8857276 8857276 30
8857277 8857277 32.2
8857278 8857278 32.4
8857278 8857278 28.3
8857278 8857278 33.6
8857278 8857278 29.1
8857278 8857278 31.4
8857278 8857278 30.6
8857278 8857278 31.8
8857278 8857278 30
8857278 8857278 28.8
8857278 8857278 NA
8857279 8857279 28.6
8857279 8857279 34.9
8857284 8857284 29.9
8857284 8857284 29.7
8857284 8857284 29
8857284 8857284 33.1
8857284 8857284 30.6
8857285 8857285 29.6
8857287 8857287 29.4
8857288 8857288 32.6
8857288 8857288 31.2
8857288 8857288 32.3
8857289 8857289 32.2
8857290 8857290 31.2
8857291 8857291 32
8857292 8857292 31.4
8857292 8857292 31.4
8857292 8857292 33
8857292 8857292 31.6
8857293 8857293 33.1
8857294 8857294 29.5
8857295 8857295 31.2
8857295 8857295 30.2
8857296 8857296 29.1
8857296 8857296 31.1
8857297 8857297 30.3
8857298 8857298 29.6
8857299 8857299 30.2
8857300 8857300 30.5
8857301 8857301 32
8857302 8857302 28.3
8857303 8857303 28.8
8857303 8857303 29.1
8857304 8857304 29.6
8857305 8857305 32.1
8857306 8857306 29.9
8857307 8857307 30.2
8857308 8857308 32.2
8857309 8857309 31.2
8857310 8857310 31
8857311 8857311 33.1
8857312 8857312 30.9
8857313 8857313 29.7
8857314 8857314 29.8
8857315 8857315 31.1
8857316 8857316 27.1
8857317 8857317 31.2
8857318 8857318 30.5
8857318 8857318 29.1
8857319 8857319 34.4
8857320 8857320 33.8
8857321 8857321 32
8857322 8857322 34.6
8857323 8857323 28.6
8857324 8857324 31.6
8857325 8857325 30.4
8857326 8857326 33.5
8857326 8857326 31.2
8857326 8857326 33.5
8857327 8857327 32.2
8857327 8857327 31.8
8857328 8857328 32.2
8857329 8857329 31.5
8857330 8857330 29.4
8857331 8857331 31.3
8857332 8857332 30.8
8857333 8857333 32.8
8857334 8857334 29.9
8857335 8857335 33.5
8857336 8857336 32.3
8857337 8857337 31
8857338 8857338 29.8
8857339 8857339 33.5
8857340 8857340 29.6
8857341 8857341 31.7
8857342 8857342 30.6
8857343 8857343 33.2
8857344 8857344 29.8
8857345 8857345 30.7
8857346 8857346 31.7
8857347 8857347 36.7
8857348 8857348 35.7
8857348 8857348 33
8857348 8857348 33
8857348 8857348 28.9
8857348 8857348 31.8
8857348 8857348 35.6
8857348 8857348 33.6
8857349 8857349 33
8857350 8857350 35.8
8857351 8857351 29.4
8857352 8857352 31.6
8857353 8857353 33
8857354 8857354 30.6
8857355 8857355 31.8
8857356 8857356 29.7
8857357 8857357 30.9
8857358 8857358 31.6
8857359 8857359 28.4
8857360 8857360 30.7
8857361 8857361 30.6
8857362 8857362 31.9
8857362 8857362 29.4
8857362 8857362 28.5
8857362 8857362 33
8857362 8857362 30
8857363 8857363 31.3
8857364 8857364 31.1
8857365 8857365 32.2
8857366 8857366 30.9
8857367 8857367 31.9
8857367 8857367 34.5
8857368 8857368 33.9
8857369 8857369 34.2
8857370 8857370 30.4
8857371 8857371 32.3
8857372 8857372 27.1
8857373 8857373 29.9
8857373 8857373 27.1
8857374 8857374 27.4
8857375 8857375 29.5
8857376 8857376 29.6
8857377 8857377 30.1
8857378 8857378 30.7
8857379 8857379 29.8
8857380 8857380 32
8857380 8857380 31.7
8857380 8857380 31.3
8857381 8857381 31.8
8857381 8857381 31.9
8857381 8857381 31.5
8857382 8857382 29.7
8857382 8857382 29.5
8857382 8857382 29.1
8857383 8857383 33.2
8857383 8857383 32.9
8857383 8857383 32.9
8857384 8857384 30.1
8857384 8857384 29.3
8857384 8857384 29
8857385 8857385 28.8
8857385 8857385 28.7
8857385 8857385 28.2
8857386 8857386 30.2
8857386 8857386 30
8857386 8857386 29.8
8857387 8857387 33.2
8857387 8857387 33.2
8857387 8857387 33
8857388 8857388 31.9
8857388 8857388 31
8857388 8857388 31.2
8857388 8857388 32.8
8857388 8857388 32.8
8857388 8857388 31.2
8857388 8857388 33.4
8857388 8857388 29.9
8857388 8857388 29.9
8857389 8857389 31.2
8857389 8857389 30.9
8857389 8857389 31
8857390 8857390 28.7
8857390 8857390 28.7
8857390 8857390 28.5
8857391 8857391 31.4
8857391 8857391 31.3
8857391 8857391 31.1
8857392 8857392 31.5
8857392 8857392 31.6
8857392 8857392 31.3
8857392 8857392 28.6
8857393 8857393 38.2
8857393 8857393 37.9
8857393 8857393 38
8857393 8857393 31.1
8857393 8857393 31.9
8857393 8857393 31.9
8857393 8857393 32.7
8857394 8857394 32.7
8857394 8857394 32.5
8857394 8857394 33.4
8857395 8857395 31.8
8857395 8857395 31.5
8857395 8857395 31.5
8857396 8857396 33.8
8857396 8857396 33.7
8857396 8857396 33.5
8857396 8857396 33.3
8857396 8857396 33.3
8857396 8857396 35.3
8857396 8857396 35.3
8857396 8857396 35.9
8857396 8857396 34.4
8857396 8857396 32.1
8857396 8857396 32.1
8857397 8857397 30.1
8857397 8857397 29.9
8857397 8857397 29.7
8857398 8857398 28.9
8857398 8857398 28.8
8857398 8857398 28.5
8857399 8857399 29.2
8857399 8857399 29.3
8857399 8857399 29.2
8857400 8857400 30
8857400 8857400 30
8857400 8857400 29.9
8857401 8857401 32.4
8857401 8857401 37
8857401 8857401 37.1
8857405 8857405 32.2
8857407 8857407 31.5
8857415 8857415 28.4
8857422 8857422 32.1
8857425 8857425 31
8857426 8857426 30.5
8857426 8857426 31.3
8857426 8857426 31.8
8857426 8857426 31.8
8857426 8857426 32.2
8857426 8857426 32.2
8857427 8857427 28.5
8857428 8857428 29.5
8857429 8857429 30.1
8857430 8857430 27.9
8857430 8857430 32.1
8857430 8857430 31.1
8857431 8857431 29.2
8857432 8857432 28.2
8857433 8857433 30.7
8857433 8857433 27.5
8857434 8857434 28.5
8857435 8857435 24.3
8857436 8857436 28.5
8857437 8857437 25
8857438 8857438 29
8857439 8857439 27.5
8857440 8857440 27.6
8857441 8857441 29.5
8857442 8857442 28.5
8857443 8857443 30.8
8857444 8857444 27.5
8857445 8857445 29.8
8857446 8857446 29.5
8857447 8857447 29.1
8857448 8857448 29.8
8857449 8857449 29.3
8857450 8857450 28.9
8857451 8857451 30.4
8857452 8857452 32
8857453 8857453 29.3
8857454 8857454 30.4
8857455 8857455 28.7
8857456 8857456 29.2
8857456 8857456 31.4
8857456 8857456 27.7
8857457 8857457 30.3
8857458 8857458 27.1
8857459 8857459 31.8
8857459 8857459 31.7
8857460 8857460 29.2
8857461 8857461 28.5
8857462 8857462 NA
8857463 8857463 29.8
8857464 8857464 32
8857465 8857465 30.3
8857466 8857466 30.5
8857467 8857467 30.7
8857467 8857467 32.5
8857467 8857467 33.2
8857467 8857467 NA
8857467 8857467 32.7
8857467 8857467 32.5
8857467 8857467 32.5
8857467 8857467 32.4
8857467 8857467 32
8857467 8857467 31.4
8857468 8857468 28.5
8857469 8857469 30.9
8857470 8857470 30.4
8857471 8857471 34.1
8857472 8857472 33.1
8857473 8857473 27.6
8857474 8857474 31
8857475 8857475 30.5
8857476 8857476 30
8857477 8857477 34.3
8857478 8857478 35.6
8857479 8857479 35.3
8857480 8857480 34.3
8857481 8857481 27.4
8857482 8857482 29.8
8857482 8857482 30
8857483 8857483 29.6
8857483 8857483 NA
8857484 8857484 32.1
8857484 8857484 NA
8857484 8857484 33
8857485 8857485 29.3
8857486 8857486 29.8
8857486 8857486 NA
8857487 8857487 30.4
8857488 8857488 32
8857489 8857489 28.5
8857489 8857489 30
8857489 8857489 32.8
8857490 8857490 30.5
8857491 8857491 28.2
8857492 8857492 27.3
8857493 8857493 28.1
8857494 8857494 31.6
8857494 8857494 33.1
8857494 8857494 31.8
8857495 8857495 32.5
8857496 8857496 31.5
8857497 8857497 30.5
8857498 8857498 32.6
8857499 8857499 30.4
8857500 8857500 29
8857500 8857500 30.6
8857501 8857501 33.5
8857502 8857502 29
8857502 8857502 NA
8857503 8857503 NA
8857503 8857503 34.7
8857504 8857504 30.4
8857505 8857505 30.4
8857506 8857506 28.4
8857506 8857506 31
8857507 8857507 32.8
8857507 8857507 37.2
8857508 8857508 31.5
8857509 8857509 31
8857510 8857510 31.6
8857510 8857510 34.8
8857511 8857511 31.6
8857512 8857512 28.1
8857513 8857513 29.5
8857514 8857514 30.2
8857515 8857515 30.4
8857516 8857516 29.1
8857517 8857517 31.4
8857517 8857517 34
8857518 8857518 30.1
8857518 8857518 34.6
8857519 8857519 29.4
8857519 8857519 31.1
8857520 8857520 32.5
8857520 8857520 36.8
8857521 8857521 28.5
8857522 8857522 32.6
8857523 8857523 30.8
8857523 8857523 NA
8857524 8857524 33.2
8857524 8857524 NA
8857525 8857525 29.4
8857525 8857525 NA
8857525 8857525 31.3
8857525 8857525 30.7
8857526 8857526 32.4
8857526 8857526 NA
8857527 8857527 27.5
8857527 8857527 NA
8857528 8857528 37.3
8857528 8857528 NA
8857529 8857529 29.4
8857529 8857529 NA
8857529 8857529 32.5
8857530 8857530 31.2
8857530 8857530 NA
8857530 8857530 32.8
8857530 8857530 32
8857531 8857531 30.4
8857531 8857531 NA
8857531 8857531 31.5
8857531 8857531 32.5
8857531 8857531 33.9
8857532 8857532 31.2
8857532 8857532 NA
8857533 8857533 29.5
8857533 8857533 NA
8857533 8857533 32.5
8857533 8857533 31.7
8857533 8857533 32.2
8857534 8857534 30.9
8857534 8857534 NA
8857534 8857534 32
8857534 8857534 33.2
8857535 8857535 30.7
8857536 8857536 29.4
8857537 8857537 30.6
8857538 8857538 29.3
8857539 8857539 30.5
8857539 8857539 35.1
8857539 8857539 33.8
8857539 8857539 37
8857540 8857540 25.4
8857541 8857541 33.3
8857541 8857541 NA
8857542 8857542 28.2
8857543 8857543 31.3
8857543 8857543 NA
8857543 8857543 32.4
8857543 8857543 32.9
8857544 8857544 32.9
8857544 8857544 NA
8857545 8857545 32.4
8857545 8857545 NA
8857545 8857545 31
8857546 8857546 30.5
8857546 8857546 NA
8857547 8857547 29
8857547 8857547 NA
8857547 8857547 32.4
8857548 8857548 29.8
8857548 8857548 NA
8857548 8857548 32.5
8857549 8857549 29.2
8857549 8857549 NA
8857550 8857550 31.6
8857550 8857550 NA
8857550 8857550 32.5
8857550 8857550 32
8857551 8857551 30
8857551 8857551 NA
8857551 8857551 33.2
8857551 8857551 32.9
8857551 8857551 30.3
8857552 8857552 30.8
8857552 8857552 NA
8857552 8857552 33.2
8857552 8857552 36
8857552 8857552 28.6
8857553 8857553 29.3
8857553 8857553 NA
8857554 8857554 29.5
8857554 8857554 NA
8857554 8857554 31
8857554 8857554 31.9
8857554 8857554 31.7
8857555 8857555 31.2
8857555 8857555 NA
8857555 8857555 30.6
8857556 8857556 31.1
8857556 8857556 NA
8857557 8857557 31.2
8857557 8857557 NA
8857558 8857558 28
8857558 8857558 NA
8857558 8857558 31
8857558 8857558 33.5
8857558 8857558 NA
8857559 8857559 28.1
8857559 8857559 NA
8857559 8857559 30.5
8857559 8857559 28.5
8857560 8857560 31.6
8857560 8857560 NA
8857560 8857560 34
8857560 8857560 30.1
8857561 8857561 33.3
8857562 8857562 33.5
8857563 8857563 29.3
8857564 8857564 29.3
8857565 8857565 28.6
8857566 8857566 29
8857567 8857567 29.4
8857567 8857567 29.8
8857568 8857568 29.6
8857569 8857569 28.1
8857570 8857570 30.9
8857570 8857570 31.2
8857570 8857570 34.5
8857571 8857571 31
8857571 8857571 29.5
8857571 8857571 33.5
8857572 8857572 31.5
8857573 8857573 33
8857573 8857573 32
8857574 8857574 33
8857574 8857574 37.5
8857574 8857574 33.5
8857574 8857574 36.5
8857574 8857574 33.3
8857575 8857575 32.1
8857575 8857575 32
8857575 8857575 32
8857576 8857576 29.9
8857576 8857576 34.9
8857577 8857577 28.3
8857578 8857578 29.5
8857579 8857579 29.8
8857580 8857580 27.1
8857581 8857581 29.5
8857581 8857581 36.5
8857582 8857582 27.8
8857583 8857583 32.9
8857583 8857583 40
8857584 8857584 37.4
8857585 8857585 30.3
8857586 8857586 28.5
8857587 8857587 28.2
8857587 8857587 32
8857588 8857588 32.1
8857589 8857589 32.1
8857589 8857589 33
8857589 8857589 33.5
8857589 8857589 32.8
8857589 8857589 32.7
8857589 8857589 33
8857589 8857589 31.9
8857590 8857590 30.4
8857590 8857590 31.3
8857591 8857591 30.3
8857592 8857592 28.9
8857592 8857592 30.5
8857592 8857592 31.3
8857593 8857593 30.6
8857593 8857593 33
8857593 8857593 33.8
8857594 8857594 29.3
8857595 8857595 29.2
8857596 8857596 29.4
8857597 8857597 32.7
8857598 8857598 NA
8857599 8857599 29.7
8857599 8857599 32.5
8857599 8857599 32.7
8857600 8857600 26.5
8857600 8857600 31.7
8857600 8857600 31
8857609 8857609 33.5
8857609 8857609 35.4
8857612 8857612 31.8
8857620 8857620 32.5
8857621 8857621 28.9
8857621 8857621 29.3
8857621 8857621 30.8
8857621 8857621 30.9
8857622 8857622 28.4
8857623 8857623 28.8
8857624 8857624 30.4
8857625 8857625 30.1
8857626 8857626 28.3
8857627 8857627 28.7
8857628 8857628 27.9
8857629 8857629 31.9
8857629 8857629 35
8857630 8857630 31.9
8857631 8857631 30.8
8857632 8857632 32
8857633 8857633 32.1
8857634 8857634 29.8
8857634 8857634 29.4
8857634 8857634 30.7
8857635 8857635 30
8857636 8857636 29.1
8857637 8857637 28.5
8857638 8857638 32.5
8857639 8857639 27.5
8857640 8857640 34
8857640 8857640 31
8857640 8857640 31
8857641 8857641 31.3
8857642 8857642 31.5
8857643 8857643 32.3
8857644 8857644 31.6
8857645 8857645 29.4
8857646 8857646 32
8857647 8857647 32.7
8857647 8857647 32.7
8857648 8857648 28.3
8857649 8857649 30.4
8857650 8857650 31.5
8857651 8857651 31.2
8857652 8857652 32.6
8857653 8857653 30.2
8857654 8857654 30.5
8857655 8857655 31.1
8857656 8857656 27.5
8857657 8857657 30.6
8857657 8857657 32.9
8857657 8857657 30.3
8857657 8857657 32.7
8857657 8857657 30.1
8857657 8857657 32.4
8857657 8857657 30.6
8857658 8857658 29.8
8857659 8857659 29.1
8857660 8857660 30.1
8857660 8857660 31.4
8857660 8857660 30.4
8857660 8857660 30.4
8857661 8857661 31.3
8857662 8857662 28
8857663 8857663 26.7
8857664 8857664 30.3
8857665 8857665 29.9
8857666 8857666 29.6
8857667 8857667 31.4
8857668 8857668 28.5
8857669 8857669 30.3
8857669 8857669 29.3
8857670 8857670 31.6
8857671 8857671 28.3
8857672 8857672 29.2
8857673 8857673 27.9
8857674 8857674 29.8
8857675 8857675 30.9
8857676 8857676 29.4
8857677 8857677 29
8857678 8857678 29.1
8857679 8857679 31
8857680 8857680 30.1
8857681 8857681 31
8857682 8857682 30
8857683 8857683 33.5
8857684 8857684 29.5
8857685 8857685 30
8857685 8857685 29.2
8857686 8857686 29.4
8857686 8857686 30.9
8857686 8857686 24.8
8857686 8857686 30
8857687 8857687 27.5
8857688 8857688 30
8857688 8857688 29.7
8857689 8857689 29.8
8857689 8857689 32.6
8857689 8857689 32.6
8857689 8857689 34
8857689 8857689 35
8857690 8857690 28.3
8857691 8857691 30.2
8857692 8857692 29.6
8857692 8857692 30.4
8857692 8857692 30
8857693 8857693 29.5
8857693 8857693 28.9
8857693 8857693 32.7
8857694 8857694 28.2
8857694 8857694 31.9
8857694 8857694 28.8
8857695 8857695 27.8
8857696 8857696 32.5
8857696 8857696 35
8857696 8857696 30.6
8857696 8857696 34
8857696 8857696 34
8857696 8857696 34.7
8857697 8857697 28.9
8857698 8857698 29
8857699 8857699 27.5
8857700 8857700 31.5
8857700 8857700 34.7
8857701 8857701 31.9
8857702 8857702 25.8
8857702 8857702 27.5
8857703 8857703 30
8857704 8857704 30.3
8857705 8857705 30.1
8857706 8857706 30.8
8857707 8857707 29.3
8857708 8857708 27.2
8857709 8857709 36
8857710 8857710 30.6
8857710 8857710 32.6
8857710 8857710 32.6
8857711 8857711 NA
8857712 8857712 33.3
8857713 8857713 32.4
8857713 8857713 31.5
8857713 8857713 33.5
8857714 8857714 31.6
8857714 8857714 32.5
8857715 8857715 27.3
8857716 8857716 32.1
8857716 8857716 32.5
8857717 8857717 29.9
8857717 8857717 32.3
8857717 8857717 29.2
8857717 8857717 34.6
8857718 8857718 32.9
8857719 8857719 29.8
8857719 8857719 28
8857720 8857720 32.4
8857720 8857720 34.5
8857721 8857721 32.9
8857730 8857730 31.8
8857730 8857730 32.5
8857739 8857739 32.2
8857739 8857739 29.8
8857739 8857739 31.9
8857739 8857739 31
8857752 8857752 32.4
8857754 8857754 33.4
8857767 8857767 32
8857767 8857767 31.6
8857778 8857778 31
8857780 8857780 33.4
8857780 8857780 33.5
8857780 8857780 35.5
8857780 8857780 34.3
8857780 8857780 NA
8857780 8857780 36.4
8857780 8857780 34.8
8857801 8857801 30.1
8857802 8857802 29.9
8857803 8857803 30.6
8857804 8857804 28.7
8857805 8857805 27.1
8857806 8857806 29.2
8857806 8857806 28.8
8857806 8857806 30.4
8857806 8857806 30.1
8857806 8857806 30.1
8857806 8857806 29.9
8857807 8857807 29.4
8857808 8857808 30
8857809 8857809 28.6
8857810 8857810 32.3
8857811 8857811 27.7
8857812 8857812 30.4
8857812 8857812 29.1
8857812 8857812 28.9
8857812 8857812 28.8
8857813 8857813 30.2
8857813 8857813 32.9
8857814 8857814 30.5
8857815 8857815 30.8
8857815 8857815 34.9
8857815 8857815 33.8
8857815 8857815 29
8857815 8857815 30.5
8857815 8857815 32.8
8857816 8857816 29.2
8857816 8857816 33.3
8857817 8857817 30.6
8857818 8857818 31.1
8857819 8857819 31
8857819 8857819 36
8857819 8857819 33.4
8857819 8857819 36.7
8857820 8857820 29.2
8857820 8857820 32.7
8857820 8857820 34
8857821 8857821 28.5
8857822 8857822 29.5
8857823 8857823 28.1
8857823 8857823 33.5
8857824 8857824 29.3
8857825 8857825 29
8857826 8857826 28.8
8857826 8857826 33
8857826 8857826 34.7
8857827 8857827 27.8
8857827 8857827 31
8857828 8857828 30.1
8857829 8857829 27.6
8857829 8857829 30.5
8857829 8857829 33.1
8857829 8857829 35.4
8857830 8857830 25.4
8857831 8857831 27.5
8857831 8857831 32.8
8857831 8857831 32.3
8857831 8857831 33.8
8857832 8857832 27.4
8857832 8857832 NA
8857832 8857832 29.1
8857832 8857832 28.8
8857832 8857832 28.4
8857832 8857832 28.4
8857832 8857832 32.6
8857832 8857832 31
8857832 8857832 31
8857833 8857833 29.4
8857833 8857833 NA
8857834 8857834 29.3
8857834 8857834 NA
8857834 8857834 32.4
8857834 8857834 33.9
8857834 8857834 32.4
8857834 8857834 34.7
8857834 8857834 31.7
8857834 8857834 31.7
8857834 8857834 NA
8857835 8857835 29.4
8857835 8857835 NA
8857836 8857836 31
8857836 8857836 NA
8857837 8857837 28.9
8857837 8857837 NA
8857838 8857838 27.6
8857838 8857838 NA
8857839 8857839 30.6
8857839 8857839 NA
8857840 8857840 30.1
8857840 8857840 NA
8857841 8857841 30.5
8857842 8857842 28.1
8857842 8857842 29.7
8857843 8857843 29.3
8857843 8857843 29
8857843 8857843 30.4
8857843 8857843 32
8857844 8857844 29.9
8857845 8857845 30.5
8857846 8857846 31.1
8857847 8857847 31.9
8857847 8857847 33
8857847 8857847 30.2
8857848 8857848 28.6
8857849 8857849 31.2
8857849 8857849 32
8857849 8857849 32
8857850 8857850 29.9
8857850 8857850 32.5
8857850 8857850 31.9
8857850 8857850 29.4
8857851 8857851 27.3
8857852 8857852 32.4
8857853 8857853 29.3
8857853 8857853 29.4
8857854 8857854 31
8857855 8857855 29.6
8857856 8857856 31.4
8857857 8857857 26.5
8857857 8857857 27
8857858 8857858 32.5
8857858 8857858 31.5
8857858 8857858 34.9
8857859 8857859 31
8857860 8857860 31.2
8857861 8857861 34
8857862 8857862 29.6
8857862 8857862 28.5
8857862 8857862 28.1
8857862 8857862 28.2
8857863 8857863 31.6
8857864 8857864 30.4
8857865 8857865 29.1
8857865 8857865 32.3
8857865 8857865 29.6
8857866 8857866 28.2
8857866 8857866 31.5
8857866 8857866 29.2
8857866 8857866 32.6
8857866 8857866 29.7
8857867 8857867 27.5
8857868 8857868 28.8
8857868 8857868 33
8857868 8857868 30.5
8857869 8857869 27.1
8857869 8857869 35.5
8857869 8857869 31.6
8857869 8857869 NA
8857870 8857870 28.1
8857871 8857871 30.5
8857871 8857871 32.3
8857872 8857872 26
8857872 8857872 27.6
8857872 8857872 30.5
8857872 8857872 30.4
8857873 8857873 28.5
8857874 8857874 27
8857874 8857874 NA
8857874 8857874 28.5
8857874 8857874 32
8857875 8857875 30.5
8857876 8857876 30.6
8857877 8857877 30.2
8857877 8857877 NA
8857878 8857878 28.3
8857878 8857878 NA
8857878 8857878 28.8
8857879 8857879 28.5
8857879 8857879 NA
8857880 8857880 25.1
8857880 8857880 NA
8857880 8857880 27.7
8857881 8857881 26.1
8857881 8857881 31
8857881 8857881 27.4
8857881 8857881 28.1
8857882 8857882 30.9
8857882 8857882 NA
